column_name,dictionary_match,source_table,description,type,units,modality,missing_rate,non_missing_count,unique_count,available_in_d3,suspected_label,suspected_leakage,duplicated_measurement_family,recommended_use,exclusion_reason
ST43TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftParacentral,N,mm,mri_structural,0.659289,4341,413,False,False,False,ST43TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST44CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftParahippocampal,N,mm3,mri_structural,0.659289,4341,1457,False,False,False,ST44CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST44SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftParahippocampal,N,mm2,mri_structural,0.659289,4341,487,False,False,False,ST44SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST44TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftParahippocampal,N,mm,mri_structural,0.659289,4341,1543,False,False,False,ST44TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST44TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftParahippocampal,N,mm,mri_structural,0.659289,4341,600,False,False,False,ST44TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST45CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftParsOpercularis,N,mm3,mri_structural,0.659289,4341,2217,False,False,False,ST45CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST45SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftParsOpercularis,N,mm2,mri_structural,0.659289,4341,1084,False,False,False,ST45SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST45TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftParsOpercularis,N,mm,mri_structural,0.659289,4341,921,False,False,False,ST45TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST45TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftParsOpercularis,N,mm,mri_structural,0.659289,4341,369,False,False,False,ST45TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST46CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftParsOrbitalis,N,mm3,mri_structural,0.659289,4341,1272,False,False,False,ST46CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST46SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftParsOrbitalis,N,mm2,mri_structural,0.659289,4341,504,False,False,False,ST46SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST46TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftParsOrbitalis,N,mm,mri_structural,0.659289,4341,1108,False,False,False,ST46TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST46TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftParsOrbitalis,N,mm,mri_structural,0.659289,4341,515,False,False,False,ST46TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST47CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftParsTriangularis,N,mm3,mri_structural,0.659289,4341,1941,False,False,False,ST47CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST47SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftParsTriangularis,N,mm2,mri_structural,0.659289,4341,957,False,False,False,ST47SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST47TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftParsTriangularis,N,mm,mri_structural,0.659289,4341,932,False,False,False,ST47TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST47TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftParsTriangularis,N,mm,mri_structural,0.659289,4341,380,False,False,False,ST47TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST48CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftPericalcarine,N,mm3,mri_structural,0.659289,4341,1392,False,False,False,ST48CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST48SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftPericalcarine,N,mm2,mri_structural,0.659289,4341,957,False,False,False,ST48SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST48TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftPericalcarine,N,mm,mri_structural,0.659289,4341,678,False,False,False,ST48TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST48TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftPericalcarine,N,mm,mri_structural,0.659289,4341,430,False,False,False,ST48TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST49CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftPostcentral,N,mm3,mri_structural,0.659289,4341,2782,False,False,False,ST49CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST49SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftPostcentral,N,mm2,mri_structural,0.659289,4341,1735,False,False,False,ST49SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST49TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftPostcentral,N,mm,mri_structural,0.659289,4341,814,False,False,False,ST49TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST49TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftPostcentral,N,mm,mri_structural,0.659289,4341,390,False,False,False,ST49TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST4SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of CorpusCallosumMidAnterior,N,mm3,mri_structural,0.659289,4341,405,False,False,False,ST4SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST50CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftPosteriorCingulate,N,mm3,mri_structural,0.659289,4341,1718,False,False,False,ST50CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST50SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftPosteriorCingulate,N,mm2,mri_structural,0.659289,4341,769,False,False,False,ST50SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST50TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftPosteriorCingulate,N,mm,mri_structural,0.659289,4341,1007,False,False,False,ST50TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST50TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftPosteriorCingulate,N,mm,mri_structural,0.659289,4341,472,False,False,False,ST50TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST51CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftPrecentral,N,mm3,mri_structural,0.659289,4341,3132,False,False,False,ST51CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST51SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftPrecentral,N,mm2,mri_structural,0.659289,4341,1871,False,False,False,ST51SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST51TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftPrecentral,N,mm,mri_structural,0.659289,4341,1070,False,False,False,ST51TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST51TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftPrecentral,N,mm,mri_structural,0.659289,4341,308,False,False,False,ST51TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST52CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftPrecuneus,N,mm3,mri_structural,0.659289,4341,2821,False,False,False,ST52CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST52SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftPrecuneus,N,mm2,mri_structural,0.659289,4341,1669,False,False,False,ST52SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST52TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftPrecuneus,N,mm,mri_structural,0.659289,4341,970,False,False,False,ST52TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST52TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftPrecuneus,N,mm,mri_structural,0.659289,4341,367,False,False,False,ST52TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST53SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of LeftPutamen,N,mm3,mri_structural,0.659289,4341,2314,False,False,False,ST53SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST54CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftRostralAnteriorCingulate,N,mm3,mri_structural,0.659289,4341,1742,False,False,False,ST54CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST54SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftRostralAnteriorCingulate,N,mm2,mri_structural,0.659289,4341,768,False,False,False,ST54SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST54TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftRostralAnteriorCingulate,N,mm,mri_structural,0.659289,4341,1222,False,False,False,ST54TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST54TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftRostralAnteriorCingulate,N,mm,mri_structural,0.659289,4341,728,False,False,False,ST54TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST55CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftRostralMiddleFrontal,N,mm3,mri_structural,0.659289,4341,3286,False,False,False,ST55CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST55SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftRostralMiddleFrontal,N,mm2,mri_structural,0.659289,4341,2286,False,False,False,ST55SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST55TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftRostralMiddleFrontal,N,mm,mri_structural,0.659289,4341,818,False,False,False,ST55TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST55TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftRostralMiddleFrontal,N,mm,mri_structural,0.659289,4341,311,False,False,False,ST55TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST56CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftSuperiorFrontal,N,mm3,mri_structural,0.659289,4341,3419,False,False,False,ST56CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST56SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftSuperiorFrontal,N,mm2,mri_structural,0.659289,4341,2385,False,False,False,ST56SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST56TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftSuperiorFrontal,N,mm,mri_structural,0.659289,4341,917,False,False,False,ST56TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST56TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftSuperiorFrontal,N,mm,mri_structural,0.659289,4341,321,False,False,False,ST56TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST57CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftSuperiorParietal,N,mm3,mri_structural,0.659289,4341,3217,False,False,False,ST57CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST57SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftSuperiorParietal,N,mm2,mri_structural,0.659289,4341,2077,False,False,False,ST57SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST57TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftSuperiorParietal,N,mm,mri_structural,0.659289,4341,913,False,False,False,ST57TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST57TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftSuperiorParietal,N,mm,mri_structural,0.659289,4341,390,False,False,False,ST57TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST58CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftSuperiorTemporal,N,mm3,mri_structural,0.659289,4341,3049,False,False,False,ST58CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST58SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftSuperiorTemporal,N,mm2,mri_structural,0.659289,4341,1628,False,False,False,ST58SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST58TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftSuperiorTemporal,N,mm,mri_structural,0.659289,4341,1058,False,False,False,ST58TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST58TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftSuperiorTemporal,N,mm,mri_structural,0.659289,4341,359,False,False,False,ST58TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST59CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftSupramarginal,N,mm3,mri_structural,0.659289,4341,2997,False,False,False,ST59CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST59SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftSupramarginal,N,mm2,mri_structural,0.659289,4341,1822,False,False,False,ST59SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST59TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftSupramarginal,N,mm,mri_structural,0.659289,4341,962,False,False,False,ST59TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST59TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftSupramarginal,N,mm,mri_structural,0.659289,4341,334,False,False,False,ST59TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST5SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of CorpusCallosumMidPosterior,N,mm3,mri_structural,0.659289,4341,404,False,False,False,ST5SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST60CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftTemporalPole,N,mm3,mri_structural,0.659289,4341,1637,False,False,False,ST60CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST60SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftTemporalPole,N,mm2,mri_structural,0.659289,4341,449,False,False,False,ST60SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST60TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftTemporalPole,N,mm,mri_structural,0.659289,4341,1654,False,False,False,ST60TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST60TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftTemporalPole,N,mm,mri_structural,0.659289,4341,698,False,False,False,ST60TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST61SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of LeftThalamus,N,mm3,mri_structural,0.659289,4341,2169,False,False,False,ST61SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST62CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftTransverseTemporal,N,mm3,mri_structural,0.659289,4341,941,False,False,False,ST62CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST62SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftTransverseTemporal,N,mm2,mri_structural,0.659289,4341,420,False,False,False,ST62SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST62TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftTransverseTemporal,N,mm,mri_structural,0.659289,4341,1191,False,False,False,ST62TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST62TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftTransverseTemporal,N,mm,mri_structural,0.659289,4341,414,False,False,False,ST62TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST63SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of LeftUndetermined,N,mm3,mri_structural,1.0,0,0,False,False,False,ST63SV,exclude_high_missing,Availability is below the configured feature threshold.
ST64CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of LeftUnknown,N,mm3,mri_structural,0.801899,2524,1785,False,False,False,ST64CV,exclude_high_missing,Availability is below the configured feature threshold.
ST64SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of LeftUnknown,N,mm2,mri_structural,0.801899,2524,1446,False,False,False,ST64SA,exclude_high_missing,Availability is below the configured feature threshold.
ST64TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of LeftUnknown,N,mm,mri_structural,0.801899,2524,622,False,False,False,ST64TA,exclude_high_missing,Availability is below the configured feature threshold.
ST64TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of LeftUnknown,N,mm,mri_structural,0.801899,2524,564,False,False,False,ST64TS,exclude_high_missing,Availability is below the configured feature threshold.
ST65SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of LeftVentralDC,N,mm3,mri_structural,0.659289,4341,1575,False,False,False,ST65SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST66SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of LeftVessel,N,mm3,mri_structural,0.659838,4334,339,False,False,False,ST66SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST67SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of LeftWMHypoIntensities,N,mm3,mri_structural,1.0,0,0,False,False,False,ST67SV,exclude_high_missing,Availability is below the configured feature threshold.
ST68SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of NonWMHypoIntensities,N,mm3,mri_structural,0.659289,4341,392,False,False,False,ST68SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST69SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of OpticChiasm,N,mm3,mri_structural,0.659289,4341,406,False,False,False,ST69SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST6SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of CorpusCallosumPosterior,N,mm3,mri_structural,0.659289,4341,744,False,False,False,ST6SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST70SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightAccumbensArea,N,mm3,mri_structural,0.659289,4341,582,False,False,False,ST70SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST71SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightAmygdala,N,mm3,mri_structural,0.659289,4341,1247,False,False,False,ST71SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST72CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightBankssts,N,mm3,mri_structural,0.659289,4341,1594,False,False,False,ST72CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST72SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightBankssts,N,mm2,mri_structural,0.659289,4341,729,False,False,False,ST72SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST72TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightBankssts,N,mm,mri_structural,0.659289,4341,1063,False,False,False,ST72TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST72TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightBankssts,N,mm,mri_structural,0.659289,4341,414,False,False,False,ST72TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST73CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightCaudalAnteriorCingulate,N,mm3,mri_structural,0.659289,4341,1613,False,False,False,ST73CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST73SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightCaudalAnteriorCingulate,N,mm2,mri_structural,0.659289,4341,716,False,False,False,ST73SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST73TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightCaudalAnteriorCingulate,N,mm,mri_structural,0.659289,4341,1311,False,False,False,ST73TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST73TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightCaudalAnteriorCingulate,N,mm,mri_structural,0.659289,4341,615,False,False,False,ST73TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST74CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightCaudalMiddleFrontal,N,mm3,mri_structural,0.659289,4341,2594,False,False,False,ST74CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST74SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightCaudalMiddleFrontal,N,mm2,mri_structural,0.659289,4341,1446,False,False,False,ST74SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST74TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightCaudalMiddleFrontal,N,mm,mri_structural,0.659289,4341,992,False,False,False,ST74TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST74TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightCaudalMiddleFrontal,N,mm,mri_structural,0.659289,4341,370,False,False,False,ST74TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST75SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightCaudate,N,mm3,mri_structural,0.659289,4341,2042,False,False,False,ST75SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST76SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightCerebellumCortex,N,mm3,mri_structural,0.659289,4341,4023,False,False,False,ST76SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST77SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightCerebellumWM,N,mm3,mri_structural,0.659289,4341,3910,False,False,False,ST77SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST78SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightCerebralCortex,N,mm3,mri_structural,0.801899,2524,2481,False,False,False,ST78SV,exclude_high_missing,Availability is below the configured feature threshold.
ST79SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightCerebralWM,N,mm3,mri_structural,0.801899,2524,2494,False,False,False,ST79SV,exclude_high_missing,Availability is below the configured feature threshold.
ST7SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of Csf,N,mm3,mri_structural,0.659289,4341,1407,False,False,False,ST7SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
