"column_name","modality","missing_rate","non_missing_count","recommended_use"
"ST34CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST34SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST34TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST34TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST35CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST35SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST35TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST35TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST36CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST36SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST36TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST36TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST37SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST38CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST38SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST38TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST38TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST39CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST39SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST39TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST39TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST3SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST40CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST40SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST40TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST40TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST41SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST42SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST43CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST43SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST43TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST43TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST44CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST44SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST44TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST44TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST45CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST45SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST45TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST45TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST46CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST46SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST46TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST46TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST47CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST47SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST47TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST47TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST48CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST48SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST48TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST48TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST49CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST49SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST49TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST49TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST4SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST50CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST50SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST50TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST50TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST51CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST51SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST51TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST51TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST52CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST52SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST52TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST52TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST53SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST54CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST54SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST54TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST54TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST55CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST55SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST55TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST55TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST56CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST56SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST56TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST56TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST57CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST57SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST57TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST57TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST58CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST58SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST58TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST58TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST59CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST59SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST59TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST59TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST5SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST60CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST60SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST60TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST60TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST61SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST62CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST62SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST62TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST62TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST63SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST64CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.801899","2524","exclude_high_missing"
"ST64SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.801899","2524","exclude_high_missing"
"ST64TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.801899","2524","exclude_high_missing"
"ST64TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.801899","2524","exclude_high_missing"
"ST65SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST66SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659838","4334","exclude_duplicate"
"ST67SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST68SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST69SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST6SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST70SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST71SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST72CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST72SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST72TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST72TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST73CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST73SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST73TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST73TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST74CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST74SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST74TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST74TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST75SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST76SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST77SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST78SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.801899","2524","exclude_high_missing"
"ST79SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.801899","2524","exclude_high_missing"
"ST7SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST80SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST81CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST81SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST81TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST81TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST82CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST82SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST82TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST82TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST83CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST83SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST83TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST83TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST84CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST84SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST84TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST84TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST85CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST85SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST85TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST85TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST86SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.801899","2524","exclude_high_missing"
"ST87CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST88SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST89SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659367","4340","exclude_duplicate"
"ST8SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.804097","2496","exclude_high_missing"
"ST90CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST90SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST90TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST90TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST91CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST91SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST91TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST91TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST92SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST93CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST93SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST93TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST93TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST94CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST94SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST94TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST94TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST95CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST95SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST95TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST95TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST96SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST97CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST97SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST97TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST97TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST98CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST98SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST98TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST98TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST99CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST99SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST99TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST99TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"ST9SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","mri_structural","0.659289","4341","exclude_duplicate"
"update_stamp_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16","administrative","0.659289","4341","exclude_administrative"
"EXAMDATE_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","visit_time","0.375873","7952","exclude_leakage"
"VERSION_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.375873","7952","exclude_administrative"
"LONISID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","identifier","0.375873","7952","exclude_identifier"
"FLDSTRENG_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.690684","3941","include_optional"
"LONIUID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","identifier","0.375873","7952","exclude_identifier"
"IMAGEUID_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","identifier","0.375873","7952","exclude_identifier"
"RUNDATE_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.375873","7952","exclude_administrative"
"STATUS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.375873","7952","exclude_administrative"
"OVERALLQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"TEMPQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"FRONTQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"PARQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"INSULAQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"OCCQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"BGQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"CWMQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"VENTQC_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","administrative","0.377835","7927","exclude_administrative"
"ST100SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","1.0","0","exclude_high_missing"
"ST101SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST102CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST102SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST102TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST102TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST103CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST103SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST103TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
"ST103TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16","mri_structural","0.375873","7952","include_primary"
